loc_rowid,pl_name,hostname,pl_letter,sy_snum,sy_pnum,disc_year,pl_orbper,pl_rade,pl_masse,pl_eqt,st_spectype,st_teff,sy_dist
1978,HD 110067 b,HD 110067,b,3,6,2023,9.113678,2.2,5.69,800,K0.0 V,5266,32.1585
1979,HD 110067 c,HD 110067,c,3,6,2023,13.673694,2.388,6.3,699,K0.0 V,5266,32.1585
1980,HD 110067 d,HD 110067,d,3,6,2023,20.519617,2.852,8.52,602,K0.0 V,5266,32.1585
1981,HD 110067 e,HD 110067,e,3,6,2023,30.793091,1.94,3.9,533,K0.0 V,5266,32.1585
1982,HD 110067 f,HD 110067,f,3,6,2023,41.05854,2.601,5.04,489,K0.0 V,5266,32.1585
1983,HD 110067 g,HD 110067,g,3,6,2023,54.76992,2.607,8.4,440,K0.0 V,5266,32.1585
36244,TOI-2120 b,TOI-2120,b,1,1,2024,5.7998164,2.122,6.8,384,NA,3131,32.1755
3965,HIP 71135 b,HIP 71135,b,1,1,2019,87.19,NA,NA,NA,M1,4146,32.3311
2055,HD 117207 b,HD 117207,b,1,1,2004,2628,NA,NA,NA,NA,NA,32.3547
3821,HD 97037 b,HD 97037,b,1,1,2022,6449.08337,NA,6707.76852973,NA,NA,NA,32.413
34893,LP 890-9 b,LP 890-9,b,1,2,2022,2.72990488544,1.35136063,NA,362.19,NA,2887,32.4298
34895,LP 890-9 c,LP 890-9,c,1,2,2022,8.457463,1.367,25.3,272,M6 V,2850,32.4298
3841,HD 98736 b,HD 98736,b,2,1,2018,968.8,NA,NA,NA,NA,5271,32.4459
35903,TOI-1411 b,TOI-1411,b,1,1,2022,1.4520358,1.36,NA,1136,NA,4266,32.4778
3494,HD 63765 b,HD 63765,b,1,1,2009,358,NA,NA,NA,G9 V,5432,32.5376
36608,TOI-431 b,TOI-431,b,1,3,2021,0.490052,NA,NA,NA,NA,4850,32.568600000000004
36611,TOI-431 c,TOI-431,c,1,3,2021,4.8494,NA,NA,867,NA,4850,32.568600000000004
36612,TOI-431 d,TOI-431,d,1,3,2021,12.46100863975,3.28094918,NA,588.56,NA,4891,32.568600000000004
3025,HD 22781 b,HD 22781,b,1,1,2011,528.07,NA,NA,NA,K1,5027,32.6034
38711,mu Leo b,mu Leo,b,1,1,2014,357.8,NA,NA,NA,K2 III,4538.2,32.6081
2908,HD 216435 b,HD 216435,b,1,1,2002,1391,NA,NA,NA,NA,5943,32.9834
460,EPIC 212587672 b,EPIC 212587672,b,1,2,2019,15.2841,1.12,NA,NA,NA,NA,320.07
463,EPIC 212587672 c,EPIC 212587672,c,1,2,2021,23.226,NA,NA,NA,NA,6055,320.07
5255,K2-347 b,K2-347,b,1,1,2021,7.18662,2.58,NA,NA,NA,NA,320.336
1262,HAT-P-4 b,HAT-P-4,b,2,1,2007,3.0565233,NA,NA,NA,NA,5860,320.451
13754,Kepler-1507 b,Kepler-1507,b,1,1,2016,16.0506213,0.87,NA,674,NA,5443,320.478
36916,TOI-6628 b,TOI-6628,b,1,1,2025,18.184189,9.90639,NA,589,NA,5265,320.527
19466,Kepler-2000 b,Kepler-2000,b,1,2,2023,6.383163462,2.59,NA,523,NA,3769,320.588
19475,Kepler-2000 c,Kepler-2000,c,1,2,2023,20.61811848,NA,NA,NA,NA,3886,320.588
1383,HAT-P-56 b,HAT-P-56,b,1,1,2015,2.7908327,16.432394,603.877,NA,NA,6566,320.639
35365,OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,b,1,1,2019,3140,NA,1400,NA,NA,5912,3200
38182,WASP-56 b,WASP-56,b,2,1,2012,4.6170654,NA,NA,NA,G6,5600,321.084
4779,K2-231 b,K2-231,b,1,1,2018,13.84457,2.79,NA,NA,NA,NA,321.215
510,EPIC 249893012 b,EPIC 249893012,b,1,3,2020,3.5951,1.95,8.75,1616,G8 IV/V,5430,321.296
511,EPIC 249893012 c,EPIC 249893012,c,1,3,2020,15.624,3.67,14.67,990,G8 IV/V,5430,321.296
512,EPIC 249893012 d,EPIC 249893012,d,1,3,2020,35.747,3.94,10.18,752,G8 IV/V,5430,321.296
5863,KELT-18 b,KELT-18,b,2,1,2017,NA,NA,NA,NA,NA,NA,321.376
28082,Kepler-52 b,Kepler-52,b,1,3,2012,7.8774163,2.16,NA,553,NA,4126,321.542
28098,Kepler-52 c,Kepler-52,c,1,3,2012,16.38485646,1.81,NA,392,NA,3898,321.542
28116,Kepler-52 d,Kepler-52,d,1,3,2014,36.44530957,NA,NA,NA,NA,4116,321.542
4176,K2-118 b,K2-118,b,1,1,2017,50.92092,2.54,NA,NA,NA,4726.29,321.722
366,CoRoT-8 b,CoRoT-8,b,1,1,2010,6.21229,6.39,69.92,NA,K1 V,5080,322.037
37841,WASP-24 b,WASP-24,b,3,1,2010,2.34121,15.46842,394.1092,NA,NA,6075,322.114
35072,NGTS-14 A b,NGTS-14 A,b,2,1,2021,3.535713,4.58576,NA,1036,NA,5222,322.148
35856,TOI-1296 b,TOI-1296,b,1,1,2021,3.9443715,13.79825524,94.71286529,1562,NA,5603,323.265
2006,HD 112640 b,HD 112640,b,1,1,2020,613.2,NA,NA,NA,K0 III,4155,323.335
23711,Kepler-32 b,Kepler-32,b,1,5,2011,5.9012781,NA,1.72,NA,NA,NA,323.847
23730,Kepler-32 c,Kepler-32,c,1,5,2011,8.75209691,NA,NA,NA,NA,3791,323.847
23749,Kepler-32 d,Kepler-32,d,1,5,2012,NA,2.713,NA,NA,NA,3801,323.847
23768,Kepler-32 e,Kepler-32,e,1,5,2012,2.896013787,1.42,NA,NA,NA,3903,323.847
23786,Kepler-32 f,Kepler-32,f,1,5,2012,0.742956,0.86,NA,1137,NA,4061,323.847
29108,Kepler-580 b,Kepler-580,b,1,1,2016,8.222419656,2.28,NA,512,NA,4003,323.899
1693,HATS-49 b,HATS-49,b,1,1,2020,4.14703592335,8.62854045,NA,786.72,NA,4247,324.413
24252,Kepler-333 b,Kepler-333,b,2,2,2014,12.55109333,1.46,NA,470,NA,4159,324.413
24265,Kepler-333 c,Kepler-333,c,2,2,2014,24.08826,1.16,NA,390,NA,4347,324.413
34741,Kepler-993 b,Kepler-993,b,1,1,2016,22.08557563,2.22,NA,301,NA,3635,324.423
35655,TIC 241249530 b,TIC 241249530,b,2,1,2024,165.7719,13.29385111,1582.78546686,NA,NA,6166,324.448
2991,HD 220074 b,HD 220074,b,1,1,2012,672.1,NA,NA,NA,M2 III,3935,324.54
27889,Kepler-508 b,Kepler-508,b,1,1,2016,25.30893566,NA,NA,NA,NA,6203.12,324.618
5848,KELT-15 b,KELT-15,b,2,1,2016,3.329466,NA,NA,NA,NA,6003,324.683
37739,WASP-183 b,WASP-183,b,1,1,2019,4.1117634,NA,NA,NA,G9,5313,325.377
4726,K2-219 b,K2-219,b,1,3,2018,3.9009,1.47,NA,NA,NA,NA,325.4
4728,K2-219 c,K2-219,c,1,3,2018,6.6674,1.66,NA,NA,NA,NA,325.4
4730,K2-219 d,K2-219,d,1,3,2018,11.13878,2.84,NA,NA,NA,NA,325.4
14409,Kepler-1558 b,Kepler-1558,b,1,1,2016,NA,0.698,NA,NA,NA,5092,325.737
18622,Kepler-1928 b,Kepler-1928,b,1,1,2021,19.5777657,2.41,NA,755,NA,5839,326.362
4184,K2-12 b,K2-12,b,1,1,2015,8.28212,2.33,NA,1003,NA,5800,326.381
37627,WASP-164 b,WASP-164,b,1,1,2018,1.77713687,NA,NA,NA,G2 V,5806,327.506
37735,WASP-182 b,WASP-182,b,1,1,2019,3.3769895,NA,NA,NA,NA,NA,327.602
4902,K2-268 b,K2-268,b,1,5,2018,2.151676,1.5,NA,1136,NA,5106,327.783
4905,K2-268 c,K2-268,c,1,5,2018,9.327527,2.69,NA,696,NA,5106,327.783
4912,K2-268 d,K2-268,d,1,5,2021,4.528598,1.49,NA,888,NA,5106,327.783
4914,K2-268 e,K2-268,e,1,5,2021,6.1312430000000004,1.33,NA,801,NA,5106,327.783
4916,K2-268 f,K2-268,f,1,5,2021,26.2678,2.6,NA,NA,NA,NA,327.783
36355,TOI-2421 b,TOI-2421,b,1,1,2022,4.3474032,10.36830715,105.83685953,1534,NA,5607,327.927
5981,KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,b,1,1,2023,NA,NA,1.32,NA,NA,NA,3270
18685,Kepler-1933 b,Kepler-1933,b,1,1,2021,4.94328533,2.24,NA,1490,NA,5759,328.007
36179,TOI-2005 b,TOI-2005,b,1,1,2025,17.30579231771,12.49784019,NA,1221.39,NA,6995.5,328.475
34495,Kepler-973 b,Kepler-973,b,1,1,2016,NA,2.403,NA,NA,NA,5181,328.52
36693,TOI-4791 b,TOI-4791,b,1,1,2023,4.28088,12.44196858,734.18362017,1472,NA,6058,328.802
35595,Qatar-4 b,Qatar-4,b,1,1,2017,1.8053646,NA,NA,NA,K1 V,5215,329.036
4500,K2-183 b,K2-183,b,1,3,2018,0.469269,2.59929571,NA,NA,NA,5482,329.041
4503,K2-183 c,K2-183,c,1,3,2018,10.787992,2.3,NA,NA,NA,5482,329.041
4510,K2-183 d,K2-183,d,1,3,2018,22.620344,2.3,NA,NA,NA,5482,329.041
36710,TOI-4994 b,TOI-4994,b,1,1,2024,21.491984,8.54124329,88.99195396,717.6,NA,5640,329.304
4112,K2-11 b,K2-11,b,1,1,2015,39.8478,2.42,NA,NA,NA,5264,329.309
36894,TOI-620 b,TOI-620,b,1,1,2022,5.09880377728,3.05033809,NA,538.19,NA,3633,33.0231
1915,HD 10697 b,HD 10697,b,1,1,1999,1075.5,NA,2151.69831539,NA,G3 V,5641,33.1205
3892,HIP 35173 b,HIP 35173,b,1,1,2019,41.516,NA,NA,NA,K2 V,4881,33.1562
2763,HD 197037 b,HD 197037,b,2,1,2012,1035.7,NA,NA,NA,F7 V,6150,33.1944
2002,HD 111998 b,HD 111998,b,1,1,2016,810,NA,1525.5763536,NA,F6 V,NA,33.2237
2922,HD 21693 b,HD 21693,b,1,2,2019,22.6786,NA,NA,NA,G8 V,5430,33.255
2923,HD 21693 c,HD 21693,c,1,2,2019,53.7357,NA,NA,NA,G8 V,5430,33.255
3741,HD 88986 b,HD 88986,b,1,1,2023,146.05,2.49,17.2,460,G2 V,5861,33.2673
2248,HD 141937 b,HD 141937,b,1,1,2002,653.22,NA,NA,NA,G2/G3 V,5925,33.3622
36252,TOI-2136 b,TOI-2136,b,1,1,2022,7.85191,2.09,15,403,NA,3366,33.3631
3027,HD 23079 b,HD 23079,b,1,1,2001,730.6,NA,NA,NA,NA,5927,33.4591
3702,HD 85390 b,HD 85390,b,1,1,2009,799.52,NA,NA,NA,NA,5186,33.5225
2078,HD 11964 b,HD 11964,b,2,2,2005,1956,NA,NA,NA,NA,NA,33.5369
2082,HD 11964 c,HD 11964,c,2,2,2008,37.9196,NA,NA,NA,NA,5345.6,33.5369
38,2MASS J01225093-2439505 b,2MASS J01225093-2439505,b,1,1,2013,NA,11.209,NA,1600,NA,3309,33.8281
34880,LP 261-75 b,LP 261-75 A,b,1,1,2006,NA,NA,6674.396547,1500,M4.5 V,NA,33.928
19014,Kepler-197 b,Kepler-197,b,2,4,2014,5.59931973,1.07,NA,1143,NA,6004,330.575
19027,Kepler-197 c,Kepler-197,c,2,4,2014,10.34973276,1.44,NA,930,NA,6003,330.575
19042,Kepler-197 d,Kepler-197,d,2,4,2014,15.67756112,1.15,NA,NA,NA,6180,330.575
19057,Kepler-197 e,Kepler-197,e,2,4,2014,25.2099845,0.89,NA,693,NA,6004,330.575
1475,HAT-P-70 b,HAT-P-70,b,1,1,2019,2.74432,NA,NA,NA,NA,NA,330.739
4528,K2-186 b,K2-186,b,1,1,2018,41.4661,3.45,NA,NA,NA,NA,330.739
4530,K2-187 b,K2-187,b,1,4,2018,0.773981,1.3833597,NA,NA,NA,5477,330.916
4534,K2-187 c,K2-187,c,1,4,2018,2.871788,1.70058746,NA,NA,NA,5477,330.916
4539,K2-187 d,K2-187,d,1,4,2018,7.14921,3.17,NA,865,NA,5484,330.916
4546,K2-187 e,K2-187,e,1,4,2018,13.60496,2.69,NA,NA,NA,NA,330.916
34945,MOA-2008-BLG-379L b,MOA-2008-BLG-379L,b,1,1,2013,NA,NA,1300,NA,K,NA,3300
35236,OGLE-2015-BLG-1609L b,OGLE-2015-BLG-1609L,b,1,1,2025,NA,NA,76.27881768,NA,NA,NA,3300
15239,Kepler-1630 b,Kepler-1630,b,1,1,2016,509.997402,2.19,NA,NA,NA,4736,331.213
34465,Kepler-970 b,Kepler-970,b,2,1,2016,16.73652231,2.94,NA,510,NA,4608,331.545
13563,Kepler-1492 b,Kepler-1492,b,1,1,2016,NA,1.26,NA,NA,NA,4790,331.553
27899,Kepler-509 b,Kepler-509,b,1,1,2016,41.74591,2.5,NA,592,NA,6194,332.443
35851,TOI-1294 b,TOI-1294,b,1,2,2024,3.915292,10.12369881,63.9,1392.74,NA,5718,332.648
35853,TOI-1294 c,TOI-1294,c,1,2,2024,159.9,NA,NA,NA,NA,5718,332.648
6084,KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,b,1,1,2020,NA,NA,10.28,NA,NA,NA,3320
5108,K2-30 b,K2-30,b,1,1,2016,4.09847804,NA,NA,NA,G6 V,5425,333.042
37584,WASP-157 b,WASP-157,b,1,1,2016,3.951623,11.19,NA,1193,NA,5772,334.037
11539,Kepler-134 b,Kepler-134,b,1,2,2014,5.317435416,1.634,NA,NA,NA,5918,334.797
11553,Kepler-134 c,Kepler-134,c,1,2,2014,10.10575303,1.63,NA,1054,NA,6068,334.797
402,EPIC 201754305 d,K2-16,d,1,3,2019,2.71578,1.03,NA,NA,NA,NA,334.967
4384,K2-16 b,K2-16,b,1,3,2015,7.6196574,2.39,NA,NA,NA,4620,334.967
4389,K2-16 c,K2-16,c,1,3,2015,19.07536,2.14,NA,523,NA,4761,334.967
36583,TOI-4137 b,TOI-4137,b,1,1,2022,3.8016217,13.6371,NA,1418,NA,6244,334.993
31335,Kepler-747 b,Kepler-747,b,1,1,2016,35.61760587,5.26,NA,456,NA,5123,3347.16
29564,Kepler-61 b,Kepler-61,b,1,1,2013,59.87769,2.33,NA,274,NA,4196,335.079
14259,Kepler-1544 b,Kepler-1544,b,1,1,2016,168.811174,1.682,NA,NA,NA,4852,335.09
21612,Kepler-26 b,Kepler-26,b,1,4,2011,12.282999719,2.89,NA,427,NA,3887,335.307
21629,Kepler-26 c,Kepler-26,c,1,4,2011,17.25121397,2.64,NA,385,NA,3879,335.307
21647,Kepler-26 d,Kepler-26,d,1,4,2014,3.543917895,1.23,NA,646,NA,3887,335.307
21661,Kepler-26 e,Kepler-26,e,1,4,2014,46.827714,2.11,NA,273,NA,3887,335.307
15567,Kepler-1665 b,Kepler-1665,b,1,1,2020,11.9548,2.83910787,NA,NA,NA,5049.84,335.515
36196,TOI-2025 b,TOI-2025,b,1,1,2022,8.8720982,11.89272852,1144.1822652,1166,NA,5977,335.985
15212,Kepler-1629 b,Kepler-1629,b,1,1,2016,3.87595807,0.76,NA,1157,NA,5880,336.09
472,EPIC 212737443 b,EPIC 212737443,b,1,2,2019,13.60697954,NA,NA,NA,NA,4581,336.25
475,EPIC 212737443 c,EPIC 212737443,c,1,2,2019,65.55,2.69,NA,316,K3,4684,336.25
35960,TOI-150.01,TOI-150,b,1,1,2019,5.857487,14.067295,797.7533,1404.5,F,6255,336.267
35973,TOI-1601 b,TOI-1601,b,1,1,2021,5.331751,13.887951,314.6517,1619,NA,5948,336.608
17469,Kepler-1826 b,Kepler-1826,b,1,1,2021,1.615357809,NA,NA,NA,NA,3890,336.952
36283,TOI-2193 A b,TOI-2193 A,b,2,1,2022,2.1225735,19.83989584,298.75870258,1763,NA,5966,337.064
28060,Kepler-518 b,Kepler-518,b,1,1,2016,NA,2.252,NA,NA,NA,5802,337.901
15551,Kepler-1663 b,Kepler-1663,b,1,1,2020,17.60461401,2.64,NA,362,NA,3744,337.926
26363,Kepler-407 b,Kepler-407,b,1,2,2014,0.669309686,1.21,NA,2079,NA,5626,338.368
26377,Kepler-407 c,Kepler-407,c,1,2,2014,3000,NA,4000,NA,NA,5476,338.368
249,CoRoT-10 b,CoRoT-10,b,1,1,2010,13.2406,10.87273,867.6759,NA,NA,5075,338.386
34475,Kepler-971 b,Kepler-971,b,1,1,2016,9.590633,4.77,NA,1088,NA,5541,338.522
7885,Kepler-108 b,Kepler-108,b,2,2,2014,49.18394922,8.97,NA,706,NA,5854,338.732
7895,Kepler-108 c,Kepler-108,c,2,2,2014,190.3134,3.4,NA,306,NA,5632,338.732
1420,HAT-P-61 b,HAT-P-61,b,1,1,2021,1.90250318292,11.37324393,NA,1419.31,NA,5464.2,338.84
6029,KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,b,1,1,2020,NA,NA,7.59,NA,NA,NA,3380
36669,TOI-4562 b,TOI-4562,b,1,2,2023,225.10378854971,13.20815058,NA,341.15,NA,5965.99,339.605
36672,TOI-4562 c,TOI-4562,c,1,2,2024,3990,NA,1833.86990839,NA,F7 V,6096,339.605
4012,HR 2562 b,HR 2562,b,1,1,2016,NA,12.44199,9534.9,1200,F5 V,NA,34.0071
3322,HD 40979 b,HD 40979,b,3,1,2002,263.84,NA,NA,NA,NA,6139,34.0883
1909,HD 106515 A b,HD 106515 A,b,2,1,2012,3626,NA,6006.9568923,NA,G5 V,NA,34.0915
50,2MASS J21252752-8138278 b,2MASS J21252752-8138278,b,1,1,2024,NA,NA,3813.940884,1616,NA,NA,34.1154
2760,HD 196885 A b,HD 196885 A,b,2,1,2007,1333,NA,NA,NA,NA,6254,34.1692
3340,HD 4208 b,HD 4208,b,1,1,2001,828,NA,NA,NA,NA,5629,34.1937
2259,HD 142022 A b,HD 142022 A,b,2,1,2005,1935,NA,1433.40611557,NA,G9 IV-V,5499,34.2802
3372,HD 45364 b,HD 45364,b,1,2,2008,226.93,NA,NA,NA,K0 V,5434,34.354
3374,HD 45364 c,HD 45364,c,1,2,2008,342.85,NA,NA,NA,K0 V,5434,34.354
3668,HD 81040 b,HD 81040,b,1,1,2005,1002.7,NA,2301.07766668,NA,G2/G3,NA,34.4341
221,BD-17 63 b,BD-17 63,b,1,1,2008,655.6,NA,NA,NA,K5 V,4714,34.4603
3666,HD 80883 b,HD 80883,b,1,1,2022,6383.78352,NA,1748.0562385,NA,NA,NA,34.6011
3762,HD 92788 b,HD 92788,b,1,2,2000,325.81,NA,NA,NA,NA,5738,34.6538
3768,HD 92788 c,HD 92788,c,1,2,2019,8360,NA,NA,NA,NA,5702.25,34.6538
3992,HIP 948 b,HIP 948,b,1,1,2022,24955.45756,NA,6547.2651842,NA,NA,NA,34.8523
3376,HD 45652 b,HD 45652,b,1,1,2008,43.6,NA,NA,NA,G8-K0,5312,34.8541
37035,TOI-892 b,TOI-892,b,1,1,2020,10.6265837,12.0335,NA,1361,NA,7723,340.543
11687,Kepler-1350 b,Kepler-1350,b,1,2,2016,4.4968604,2.52,NA,NA,NA,3827,340.691
11698,Kepler-1350 c,Kepler-1350,c,1,2,2016,1.766789509,1.4,NA,730,NA,3698,340.691
19355,Kepler-1998 b,Kepler-1998,b,1,1,2023,3.03266154,0.61,NA,1197,NA,5725,340.965
1452,HAT-P-7 b,HAT-P-7,b,2,1,2008,2.204737,16.92559,574.00098,NA,NA,6350,341.079
1447,HAT-P-69 b,HAT-P-69,b,1,1,2019,4.7869568,NA,NA,NA,NA,NA,341.263
15384,Kepler-1643 b,Kepler-1643,b,1,1,2016,NA,2.058,NA,NA,NA,5098,341.774
15631,Kepler-167 b,Kepler-167,b,2,4,2014,4.393156523,1.558,NA,NA,NA,4868,341.908
15645,Kepler-167 c,Kepler-167,c,2,4,2014,7.40611676,1.37,NA,678,NA,4799,341.908
15659,Kepler-167 d,Kepler-167,d,2,4,2016,NA,1.193,NA,NA,NA,4868,341.908
15672,Kepler-167 e,Kepler-167,e,2,4,2016,1071.2319346,10.135,NA,NA,NA,4868,341.908
1548,HATS-2 b,HATS-2,b,1,1,2013,1.354133,13.092112,486.2799,NA,NA,5227,341.925
36907,TOI-640 b,TOI-640,b,1,1,2021,5.0037775,19.851139,279.6904,1749,NA,6460,341.997
1604,HATS-30 b,HATS-30,b,2,1,2016,3.17435131,NA,NA,NA,G,5943,342.14
9045,Kepler-1157 b,Kepler-1157,b,1,1,2016,4.457356,0.89,NA,730,NA,4544,342.144
30477,Kepler-674 b,Kepler-674,b,1,1,2016,2.24338,1.61,NA,822,NA,4215,342.254
4242,K2-13 b,K2-13,b,1,1,2015,39.91488,1.89,NA,511,NA,5698,342.394
9476,Kepler-1190 b,Kepler-1190,b,1,1,2016,10.45839865,1.25,NA,609,NA,4641,342.509
36648,TOI-4504 b,TOI-4504,b,1,3,2024,2.42614,2.691,NA,NA,K1 V,5315,342.605
36650,TOI-4504 c,TOI-4504,c,1,3,2024,82.929411424,11.4756331,NA,182.8,NA,5271,342.605
36652,TOI-4504 d,TOI-4504,d,1,3,2024,40.5634,NA,450.23572136,NA,K1 V,5315,342.605
36034,TOI-172 b,TOI-172,b,1,1,2019,9.47725,10.816685,1722.6386,1198,NA,5645,342.831
37616,WASP-161 b,WASP-161,b,1,1,2018,5.4056202,NA,NA,NA,NA,6400,343.08
7630,Kepler-1063 b,Kepler-1063,b,2,1,2016,14.07969236,NA,NA,NA,NA,5571.73,343.226
1637,HATS-38 b,HATS-38,b,1,1,2020,4.375021,6.882326,23.51942,1294,NA,5732,343.525
35517,PH2 b,PH2,b,1,1,2013,282.5254856,9.441,NA,NA,NA,5676,343.863
5192,K2-333 b,K2-333,b,1,1,2021,14.75650149447,5.7395617,NA,810.78,NA,5790.7,343.99
36418,TOI-2641 b,TOI-2641,b,1,1,2023,4.880974,18.10250383,122.6817651,1387,F9 V,6100,344.045
1184,HAT-P-31 b,HAT-P-31,b,1,1,2011,5.00542,12.21781,721.4741,NA,NA,6065,344.05
24218,Kepler-332 b,Kepler-332,b,1,3,2014,7.62634063,1.21,NA,NA,NA,5008,344.19
24230,Kepler-332 c,Kepler-332,c,1,3,2014,15.9956169857,NA,NA,NA,NA,4925,344.19
24241,Kepler-332 d,Kepler-332,d,1,3,2014,34.2113054,1.125,NA,NA,NA,4955,344.19
7664,Kepler-1066 b,Kepler-1066,b,1,1,2016,1.931559839,2.55,NA,1513,NA,5642,344.251
18367,Kepler-1902 b,Kepler-1902,b,1,1,2021,3.82223397,1.05,NA,601,NA,3729,344.337
27447,Kepler-479 b,Kepler-479,b,1,1,2016,12.493311,2.5,NA,722,NA,5386,344.901
36604,TOI-4214 b,TOI-4214,b,1,1,2025,3.491383,11.154,NA,1352,NA,5936.5,346.881
6042,KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,b,1,1,2020,NA,NA,1400,NA,NA,NA,3460
33759,Kepler-917 b,Kepler-917,b,1,1,2016,2.970439,1.43,NA,818,NA,4894,3460.51
1848,HD 102272 b,HD 102272,b,1,1,2008,NA,NA,NA,NA,NA,NA,347.097
1304,HAT-P-44 b,HAT-P-44,b,1,2,2014,4.3011886,NA,NA,NA,NA,5115.16,347.85
1310,HAT-P-44 c,HAT-P-44,c,1,2,2014,872.2,NA,NA,NA,NA,5295,347.85
4311,K2-140 b,K2-140,b,1,1,2017,6.5692045,NA,NA,NA,G5,5654,347.917
1281,HAT-P-41 b,HAT-P-41,b,2,1,2012,2.694047,18.887165,252.67485,NA,NA,6390,348.185
32315,Kepler-81 b,Kepler-81,b,1,3,2012,5.954893,2.54,NA,646,NA,4500,348.291
32330,Kepler-81 c,Kepler-81,c,1,3,2012,NA,2.219,NA,NA,NA,4263,348.291
32345,Kepler-81 d,Kepler-81,d,1,3,2014,20.83776773,1.05,NA,NA,NA,4500,348.291
37873,WASP-28 b,WASP-28,b,1,1,2014,3.40884,15.177,285.717,1473,F8,6084,348.494
26648,Kepler-421 b,Kepler-421,b,1,1,2014,NA,4.622,NA,NA,NA,5224,348.558
5217,K2-34 b,K2-34,b,1,1,2016,2.995654,16.14096,563.51259,NA,NA,6087,348.646
1422,HAT-P-62 b,HAT-P-62,b,1,1,2021,2.64532306,NA,NA,NA,NA,5629,348.815
36797,TOI-5542 b,TOI-5542,b,1,1,2022,75.1247037,13.8062,NA,462,NA,5392.9,348.849
13830,Kepler-1513 b,Kepler-1513,b,1,2,2016,NA,7.86,NA,NA,NA,5469,349.247
13841,Kepler-1513 c,Kepler-1513,c,1,2,2023,841.4,NA,84.54235626,NA,G V,5491,349.247
11235,Kepler-132 b,Kepler-132,b,2,4,2014,6.17828255,1.07,NA,NA,NA,6023,349.549
11247,Kepler-132 c,Kepler-132,c,2,4,2014,6.414842,1.28,NA,1025,NA,5925,349.549
11259,Kepler-132 d,Kepler-132,d,2,4,2014,18.01001,1.68,NA,725,NA,5925,349.549
11271,Kepler-132 e,Kepler-132,e,2,4,2016,110.2869374,1.14,NA,404,NA,5921,349.549
5545,K2-47 b,K2-47,b,1,1,2016,31.646306,2.53,NA,NA,NA,4810,349.881
6002,KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L,b,1,1,2024,NA,NA,311.47183886,NA,NA,NA,3490
35148,OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,b,1,1,2015,NA,NA,180,NA,NA,NA,3490
3424,HD 51608 b,HD 51608,b,1,2,2019,14.0726,NA,NA,NA,G7 V,5358,35.0553
3425,HD 51608 c,HD 51608,c,1,2,2019,95.9446,NA,NA,NA,G7 V,5358,35.0553
3507,HD 65216 b,HD 65216,b,3,2,2003,572.4,NA,NA,NA,NA,5623.44,35.1205
3511,HD 65216 c,HD 65216,c,3,2,2013,5370,NA,NA,NA,NA,5612,35.1205
3570,HD 73344 b,HD 73344,b,1,3,2024,15.61136332661,2.90333467,NA,829.66,NA,6061.77,35.26
3574,HD 73344 c,HD 73344,c,1,3,2025,65.94,NA,NA,NA,NA,6148,35.26
3575,HD 73344 d,HD 73344,d,1,3,2025,5823,NA,810.46243785,NA,NA,6148,35.26
35981,TOI-1634 b,TOI-1634,b,2,2,2021,0.989343,1.79,4.91,924,M2,3550,35.2736
35985,TOI-1634 c,TOI-1634,c,2,2,2022,103,NA,NA,NA,NA,3472,35.2736
3942,HIP 66074 b,HIP 66074,b,1,1,2023,310.9,NA,1589.142035,NA,NA,4300,35.4438
2264,HD 142415 b,HD 142415,b,1,1,2003,386.3,NA,NA,NA,NA,6045,35.5318
36849,TOI-5720 b,TOI-5720,b,1,1,2024,1.4344555,1.09,4.3,708,M3.5 +/- 1.0,3325,35.8256
3734,HD 88072 b,HD 88072,b,1,1,2022,18538.79293,NA,2511.79790052,NA,NA,NA,35.9098
2814,HD 20781 b,HD 20781,b,2,5,2019,5.3135,NA,NA,NA,K0 V,5256,35.9715
2815,HD 20781 c,HD 20781,c,2,5,2019,13.8905,NA,NA,NA,K0 V,5256,35.9715
2816,HD 20781 d,HD 20781,d,2,5,2019,29.158,NA,NA,NA,K0 V,5256,35.9715
2817,HD 20781 e,HD 20781,e,2,5,2019,85.5073,NA,NA,NA,K0 V,5256,35.9715
2818,HD 20782 b,HD 20782,b,2,5,2006,597.065,NA,NA,NA,NA,5798,35.9864
34574,Kepler-98 b,Kepler-98,b,1,1,2014,1.541676628,1.82,NA,1437,NA,5580,350.315
36446,TOI-2796 b,TOI-2796,b,1,1,2023,4.808498,15.0839,NA,797,NA,5449.5,350.343
1322,HAT-P-49 b,HAT-P-49,b,1,1,2014,2.6915539,NA,NA,NA,F3,6820,350.351
17201,Kepler-1800 b,Kepler-1800,b,1,1,2021,4.56204856,1.33,NA,1274,NA,5445,350.455
6221,KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,b,1,1,2023,NA,NA,15.4,NA,NA,NA,3500
