loc_rowid,pl_name,hostname,pl_letter,sy_snum,sy_pnum,disc_year,pl_orbper,pl_rade,pl_masse,pl_eqt,st_spectype,st_teff,sy_dist
18034,Kepler-1871 b,Kepler-1871,b,1,1,2021,1.952710064,1.97,NA,1403,NA,5741,854.623
15118,Kepler-162 b,Kepler-162,b,1,2,2014,6.9198356967,NA,NA,NA,NA,5743,855.641
15129,Kepler-162 c,Kepler-162,c,1,2,2014,19.446355,3.03,NA,NA,NA,5816,855.641
19280,Kepler-1991 b,Kepler-1991,b,1,2,2023,13.26107,1.23,NA,683,NA,5603,855.82
19288,Kepler-1991 c,Kepler-1991,c,1,2,2023,22.79021423,2.18,NA,584,NA,5632,855.82
20624,Kepler-233 b,Kepler-233,b,1,2,2014,8.4723885407,NA,NA,NA,NA,5175,856.417
20635,Kepler-233 c,Kepler-233,c,1,2,2014,NA,2.497,NA,NA,NA,5360,856.417
1632,HATS-36 b,HATS-36,b,1,1,2018,4.175186,12.92,NA,1203,NA,5950,856.436
16063,Kepler-1702 b,Kepler-1702,b,1,1,2020,18.5010197,1.56,NA,557,NA,5243,857.14
8054,Kepler-1090 b,Kepler-1090,b,1,2,2016,198.680179,2.75,NA,NA,NA,5325,858.77
8064,Kepler-1090 c,Kepler-1090,c,1,2,2021,42.42720032,3.29265785,NA,NA,NA,5330,858.77
4049,IC 4651 9122 b,IC 4651 9122,b,1,1,2018,734,NA,NA,NA,NA,NA,859.324
5761,K2-89 b,K2-89,b,1,1,2016,1.095962,0.617,NA,NA,NA,NA,86.0386
3789,HD 95086 b,HD 95086,b,1,1,2013,NA,NA,1589,NA,A8 III,NA,86.2279
36687,TOI-4641 b,TOI-4641,b,1,1,2023,22.09339217881,9.76032934,NA,950.11,NA,6798.4,86.3501
36749,TOI-5205 b,TOI-5205,b,1,1,2023,1.6306523,11.1125,NA,653,NA,3262,86.4493
2803,HD 205158 b,HD 205158,b,1,1,2022,25.33798,NA,NA,NA,NA,NA,86.6159
38019,WASP-43 b,WASP-43,b,1,1,2011,0.81347414,NA,NA,NA,NA,4400,86.7467
35324,OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,b,1,1,2018,NA,NA,4.5,NA,NA,NA,860
27537,Kepler-483 b,Kepler-483,b,1,1,2016,30.229104,2.35,NA,679,NA,6543,860.355
15356,Kepler-1641 b,Kepler-1641,b,1,2,2016,19.672324,NA,NA,NA,NA,6057,860.37
15363,Kepler-1641 c,Kepler-1641,c,1,2,2016,32.657212,2.95,NA,NA,NA,6152,860.37
32531,Kepler-822 b,Kepler-822,b,1,1,2016,3.222975318,1.47,NA,1239,NA,5823,860.391
29618,Kepler-613 b,Kepler-613,b,1,1,2016,15.77980122,NA,NA,NA,NA,5635,861.494
21054,Kepler-245 b,Kepler-245,b,1,4,2014,NA,2.587,NA,NA,NA,5105,861.527
21067,Kepler-245 c,Kepler-245,c,1,4,2014,17.46085263,2.53,NA,619,NA,5257,861.527
21081,Kepler-245 d,Kepler-245,d,1,4,2014,36.27537574,NA,NA,NA,NA,5031,861.527
21094,Kepler-245 e,Kepler-245,e,1,4,2016,NA,1.708,NA,NA,NA,5105,861.527
1577,HATS-26 b,HATS-26,b,1,1,2016,3.3023886,NA,NA,NA,F,6071,861.843
10145,Kepler-1240 b,Kepler-1240,b,1,1,2016,4.8663815,1.578,NA,NA,NA,5670,862.186
13541,Kepler-1490 b,Kepler-1490,b,1,1,2016,92.43665886,NA,NA,NA,NA,5464,862.92
28868,Kepler-564 b,Kepler-564,b,1,1,2016,3.750832285,4.74,NA,1129,NA,5776,863.037
16090,Kepler-171 b,Kepler-171,b,1,3,2014,4.1669696071,NA,NA,NA,NA,5521,863.855
16102,Kepler-171 c,Kepler-171,c,1,3,2014,11.463462,2.56,NA,NA,NA,5642,863.855
16114,Kepler-171 d,Kepler-171,d,1,3,2014,39.59492,1.94,NA,480,NA,5632,863.855
12716,Kepler-1425 b,Kepler-1425,b,1,1,2016,14.4541302,0.94,NA,NA,NA,5718,863.873
16993,Kepler-1786 b,Kepler-1786,b,1,1,2021,78.5461638,2.63,NA,434,NA,6032,863.909
15026,Kepler-1610 b,Kepler-1610,b,1,2,2016,8.70181574,1.45,NA,749,NA,5295,864.331
15034,Kepler-1610 c,Kepler-1610,c,1,2,2023,44.98529372,NA,NA,NA,NA,5106.92,864.331
9298,Kepler-1176 b,Kepler-1176,b,1,1,2016,NA,2.068,NA,NA,NA,5467,864.699
19099,Kepler-1978 b,Kepler-1978,b,1,1,2023,10.84969477,2.67,NA,676,NA,5251,865.512
17937,Kepler-1863 b,Kepler-1863,b,1,1,2021,44.99760056,2.26309256,NA,NA,NA,5871,865.546
13963,Kepler-1523 b,Kepler-1523,b,1,1,2016,0.93875077,1.55,NA,1796,NA,5825,865.596
6343,KOI-1783.01,KOI-1783,b,1,2,2020,134.4786723,7.5,NA,372,NA,6215,865.73
6353,KOI-1783.02,KOI-1783,c,1,2,2020,284.060953,4.4,NA,290,NA,6215,865.73
11107,Kepler-1311 b,Kepler-1311,b,1,3,2016,11.1726994,1.06,NA,939,NA,5988,866.331
11117,Kepler-1311 c,Kepler-1311,c,1,3,2016,2.53573284,NA,NA,NA,NA,5719,866.331
11127,Kepler-1311 d,Kepler-1311,d,1,3,2021,197.5107678,7.22,NA,360,NA,5988,866.331
18962,Kepler-1962 b,Kepler-1962,b,1,1,2021,7.99147383,1.21,NA,913,NA,5931,866.826
29138,Kepler-583 b,Kepler-583,b,1,1,2016,6.51003001,NA,NA,NA,NA,5329,867.271
8722,Kepler-1132 b,Kepler-1132,b,1,1,2016,62.8916228,2.06,NA,371,NA,5314,867.931
34154,Kepler-948 b,Kepler-948,b,1,1,2016,7.76845639,1.35,NA,841,NA,5447,868.017
12023,Kepler-1376 b,Kepler-1376,b,1,1,2016,5.30873978,NA,NA,NA,NA,5528,868.056
23233,Kepler-305 b,Kepler-305,b,1,4,2013,5.487,3.6,10.5,NA,NA,NA,868.477
23247,Kepler-305 c,Kepler-305,c,1,4,2013,8.291,3.35,4.5,NA,NA,NA,868.477
23261,Kepler-305 d,Kepler-305,d,1,4,2014,16.7389329342,NA,NA,NA,NA,4974,868.477
23275,Kepler-305 e,Kepler-305,e,1,4,2020,3.20539622,NA,NA,NA,NA,4974,868.477
25908,Kepler-391 b,Kepler-391,b,1,2,2014,7.41680902,2.21,NA,1300,NA,5267,869.236
25919,Kepler-391 c,Kepler-391,c,1,2,2014,20.4853893,3.6,NA,1015,NA,4938,869.236
37882,WASP-29 b,WASP-29,b,1,1,2010,3.92271159,NA,NA,NA,NA,NA,87.5953
2050,HD 115954 b,HD 115954,b,1,1,2021,3230,NA,2685.65003915,NA,G5 V,5957,87.6437
3802,HD 95544 b,HD 95544,b,1,1,2021,2172,NA,NA,156.5,G3 V,5722,87.8049
2330,HD 152079 b,HD 152079,b,1,1,2009,2097,NA,NA,NA,G6 V,NA,87.8888
18706,Kepler-1936 b,Kepler-1936,b,1,1,2021,126.5569992,3.16615594,NA,NA,NA,6501,871.096
198,BD+48 738 b,BD+48 738,b,1,1,2011,392.6,NA,NA,NA,K0 III,4414,871.493
16837,Kepler-1772 b,Kepler-1772,b,1,1,2021,3.21515,2.73,NA,1773,NA,5800,871.564
17485,Kepler-1828 b,Kepler-1828,b,1,1,2021,10.27377201,1.74,NA,774,NA,5718,871.81
14296,Kepler-1548 b,Kepler-1548,b,1,1,2016,124.828679,2.31,NA,342,NA,5835,872.279
8781,Kepler-1138 b,Kepler-1138,b,1,1,2016,3.17060005,1.66,NA,1200,NA,5725,872.328
27571,Kepler-487 b,Kepler-487,b,1,3,2016,15.35876766,NA,NA,NA,NA,5462,872.343
27583,Kepler-487 c,Kepler-487,c,1,3,2016,38.65247245,NA,NA,NA,NA,5462,872.343
27593,Kepler-487 d,Kepler-487,d,1,3,2021,2.418390036,2.77513568,NA,NA,NA,5422,872.343
30925,Kepler-712 b,Kepler-712,b,1,2,2016,21.02250608,3.07,NA,521,NA,5067,872.493
30936,Kepler-712 c,Kepler-712,c,1,2,2016,226.89047,4.48,NA,244,NA,5330,872.493
35051,NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,b,1,1,2014,6.958,NA,NA,NA,G5 V,5780,872.92
19671,Kepler-207 b,Kepler-207,b,1,3,2014,1.611887177,1.45,NA,NA,NA,5989,875.519
19682,Kepler-207 c,Kepler-207,c,1,3,2014,3.071545396,1.06,NA,1380,NA,6110,875.519
19692,Kepler-207 d,Kepler-207,d,1,3,2014,NA,3.96,NA,NA,NA,5969,875.519
12783,Kepler-1430 b,Kepler-1430,b,1,1,2016,2.46050095,1.03,NA,969,NA,4811,875.523
25102,Kepler-360 b,Kepler-360,b,1,2,2014,3.289722169,1.62,NA,1296,NA,6052,876.044
25113,Kepler-360 c,Kepler-360,c,1,2,2014,7.1864526,2.11,NA,998,NA,6052,876.044
18479,Kepler-1913 b,Kepler-1913,b,1,1,2021,14.1959621,1.66,NA,818,NA,6214,876.3
4850,K2-253 b,K2-253,b,1,1,2018,4.00167,12.67,NA,1238,NA,6027,876.565
34598,Kepler-981 b,Kepler-981,b,1,1,2016,4.469754641,2.26,NA,1103,NA,5988,878.082
5789,K2-97 b,K2-97,b,1,1,2016,8.405276,8.04276104,NA,NA,NA,4836,878.43
1640,HATS-39 b,HATS-39,b,1,1,2018,4.5776335,NA,NA,NA,NA,6572,878.521
33206,Kepler-872 b,Kepler-872,b,1,1,2016,NA,1.648,NA,NA,NA,5744,879.683
26379,Kepler-408 b,Kepler-408,b,1,1,2014,2.465024332,0.69,NA,1561,NA,6139,88.7832
2411,HD 1605 b,HD 1605,b,1,2,2015,577.2,NA,NA,NA,K1 IV,4915,88.8047
2414,HD 1605 c,HD 1605,c,1,2,2015,2111,NA,NA,NA,K1 IV,4757,88.8047
36044,TOI-1736 b,TOI-1736,b,1,2,2023,7.073088,2.44,12.8,1076,NA,5807,88.9482
36048,TOI-1736 c,TOI-1736,c,1,2,2023,570.1,NA,2800,249,NA,5807,88.9482
9819,Kepler-1219 b,Kepler-1219,b,1,1,2016,16.10467749,1.32,NA,825,NA,6053,880.895
9572,Kepler-12 b,Kepler-12,b,1,1,2011,4.4379637,18.999255,137.62039,NA,NA,5950,881.386
25951,Kepler-393 b,Kepler-393,b,1,2,2014,9.18244299,NA,NA,NA,NA,6414.2,881.404
25962,Kepler-393 c,Kepler-393,c,1,2,2014,14.6134781,NA,NA,NA,NA,6414.2,881.404
10753,Kepler-1284 b,Kepler-1284,b,1,1,2016,0.664073806,1.21,NA,NA,NA,5123,882.324
25790,Kepler-386 b,Kepler-386,b,1,2,2014,12.3101351,NA,NA,NA,NA,4993,882.462
25800,Kepler-386 c,Kepler-386,c,1,2,2014,25.1934467,1.78,NA,502,NA,5177,882.462
344,CoRoT-5 b,CoRoT-5,b,1,1,2009,4.0379156,14.078504,145.88397,1397,NA,NA,882.472
16976,Kepler-1784 b,Kepler-1784,b,1,1,2021,13.59049988,2.79936489,NA,NA,NA,5442,883.045
30192,Kepler-650 b,Kepler-650,b,1,1,2016,3.03214684,NA,NA,NA,NA,5841.7,884.378
18559,Kepler-1920 b,Kepler-1920,b,1,1,2021,30.2541008,2.95415848,NA,NA,NA,6277,885.913
33362,Kepler-887 b,Kepler-887,b,1,2,2016,20.42228798,1.62,NA,781,NA,6422,886.588
33373,Kepler-887 c,Kepler-887,c,1,2,2016,7.63846023,1.05,NA,1084,NA,6422,886.588
6402,KOI-3503 b,KOI-3503,b,1,2,2021,21.1875846,0.77,NA,674,NA,6338,887.064
6409,KOI-3503 c,KOI-3503,c,1,2,2021,31.8245304,NA,NA,NA,NA,5997.65,887.064
29957,Kepler-634 b,Kepler-634,b,1,1,2016,5.16950177,1.61,NA,1222,NA,6458,888.027
8498,Kepler-1118 b,Kepler-1118,b,1,1,2016,38.6715843,2.45,NA,502,NA,5432,888.325
10659,Kepler-1278 b,Kepler-1278,b,1,1,2016,3.23941775,NA,NA,NA,NA,6022,889.426
22047,Kepler-272 b,Kepler-272,b,1,3,2014,2.9713641,1.33,NA,1117,NA,5300,889.608
22059,Kepler-272 c,Kepler-272,c,1,3,2014,6.05729966,1.94,NA,947,NA,5334,889.608
22072,Kepler-272 d,Kepler-272,d,1,3,2014,10.93711,2,NA,718,NA,5289,889.608
13089,Kepler-1457 b,Kepler-1457,b,1,1,2016,51.11086573,NA,NA,NA,NA,5841,889.885
38657,bet Cnc b,bet Cnc,b,2,1,2014,605.2,NA,NA,NA,K4 III,4092.1,89.0472
3458,HD 59686 A b,HD 59686 A,b,2,1,2016,299.36,NA,NA,NA,K2 III,4658,89.2721
36845,TOI-5704 b,TOI-5704,b,1,1,2023,3.771116,3.2274,NA,949.07,NA,4590,89.637
3219,HD 33283 b,HD 33283,b,2,1,2006,18.1991,NA,NA,NA,G3/G5 V,5935,89.8623
38393,WASP-8 b,WASP-8,b,2,2,2010,8.15872,12.66617,807.2882,NA,NA,5600,89.9606
38403,WASP-8 c,WASP-8,c,2,2,2013,4323,NA,NA,NA,NA,NA,89.9606
12969,Kepler-1447 b,Kepler-1447,b,1,1,2016,56.6747285,2.84,NA,468,NA,5910,890.296
30264,Kepler-656 b,Kepler-656,b,1,2,2016,1.260258822,NA,NA,NA,NA,5139.72,890.352
30275,Kepler-656 c,Kepler-656,c,1,2,2023,5.254582,1.03,NA,883,NA,5379,890.352
11587,Kepler-1342 b,Kepler-1342,b,1,1,2016,2.21571296,NA,NA,NA,NA,5250,890.724
15306,Kepler-164 b,Kepler-164,b,1,4,2014,5.03506543,1.45,NA,1231,NA,6353,890.758
15317,Kepler-164 c,Kepler-164,c,1,4,2014,10.94575474,NA,NA,NA,NA,6095,890.758
15329,Kepler-164 d,Kepler-164,d,1,4,2014,28.98679128,NA,NA,NA,NA,6095,890.758
15341,Kepler-164 e,Kepler-164,e,1,4,2023,94.885768,3.79,NA,462,NA,6353,890.758
13644,Kepler-150 b,Kepler-150,b,1,5,2014,3.42804168,1.241,NA,NA,NA,5588,891.092
13655,Kepler-150 c,Kepler-150,c,1,5,2014,7.381977254,3.7,NA,922,NA,5862,891.092
13667,Kepler-150 d,Kepler-150,d,1,5,2014,12.56091,2.9,NA,772,NA,5855,891.092
13679,Kepler-150 e,Kepler-150,e,1,5,2014,30.826557,3.12,NA,NA,NA,5560,891.092
13691,Kepler-150 f,Kepler-150,f,1,5,2017,637.2093,3.64,NA,NA,NA,5528,891.092
10352,Kepler-1256 b,Kepler-1256,b,1,1,2016,12.4127754,1.4,NA,972,NA,6453,891.192
25205,Kepler-364 b,Kepler-364,b,1,2,2014,25.7457529,1.599,NA,NA,NA,6090,891.462
25217,Kepler-364 c,Kepler-364,c,1,2,2014,NA,2.675,NA,NA,NA,6090,891.462
16320,Kepler-1727 b,Kepler-1727,b,1,1,2021,9.0293089,2.72,NA,757,NA,5349,894.187
15141,Kepler-1620 b,Kepler-1620,b,1,1,2016,101.951829,1.36,NA,428,NA,6210,895.069
25734,Kepler-384 b,Kepler-384,b,1,2,2014,22.5969446637,NA,NA,NA,NA,5500.82,895.678
25746,Kepler-384 c,Kepler-384,c,1,2,2014,45.3485076833,NA,NA,NA,NA,5500.82,895.678
10851,Kepler-1291 b,Kepler-1291,b,1,1,2016,8.63043276,1.57,NA,741,NA,5354,897.352
17437,Kepler-1822 b,Kepler-1822,b,1,1,2021,22.1334224,NA,NA,NA,NA,5329,897.597
14107,Kepler-1535 b,Kepler-1535,b,1,1,2016,138.9442,1.97,NA,343,NA,6049,897.733
11006,Kepler-1303 b,Kepler-1303,b,1,1,2016,7.56126152,NA,NA,NA,NA,5679,897.783
35075,NGTS-16 b,NGTS-16,b,1,1,2021,4.84532,14.57167491,211.99154747,1177,G7 V,5550,898.168
15091,Kepler-1617 b,Kepler-1617,b,1,1,2016,NA,1.244,NA,NA,NA,5903,898.31
27764,Kepler-5 b,Kepler-5,b,1,1,2009,3.548465405,15.45,NA,NA,NA,6343,899.777
696,GJ 433 b,GJ 433,b,1,3,2011,7.3709,NA,NA,NA,NA,3461,9.06456
700,GJ 433 c,GJ 433,c,1,3,2014,3400,NA,NA,NA,M1.5 V,3472,9.06456
702,GJ 433 d,GJ 433,d,1,3,2020,36.059,NA,NA,NA,NA,NA,9.06456
1854,HD 102365 b,HD 102365,b,2,1,2010,122.1,NA,NA,NA,NA,5630,9.2894
667,GJ 367 b,GJ 367,b,1,3,2021,0.321962,0.718,0.546,1745,M1.0 V,3522,9.41263
670,GJ 367 c,GJ 367,c,1,3,2023,11.5301,NA,NA,NA,M1.0 V,3522,9.41263
671,GJ 367 d,GJ 367,d,1,3,2023,34.369,NA,NA,NA,M1.0 V,3522,9.41263
660,GJ 357 b,GJ 357,b,1,3,2019,3.930623,NA,NA,NA,M2.5 V,3505,9.44181
664,GJ 357 c,GJ 357,c,1,3,2019,9.1247,NA,NA,401.2,M2.5 V,3505,9.44181
665,GJ 357 d,GJ 357,d,1,3,2019,55.661,NA,NA,219.6,M2.5 V,3505,9.44181
3134,HD 285968 b,HD 285968,b,1,1,2008,8.776,NA,NA,NA,NA,3543,9.47045
655,GJ 3512 b,GJ 3512,b,1,2,2019,203.59,NA,NA,NA,M5.5 V,3081,9.48637
658,GJ 3512 c,GJ 3512,c,1,2,2020,1599.6,NA,NA,NA,M5.5 V,3081,9.48637
515,G 192-15 b,G 192-15,b,1,2,2025,2.27476,NA,NA,453.6,M5.0 V,NA,9.53114
516,G 192-15 c,G 192-15,c,1,2,2025,1219,NA,NA,55.9,M5.0 V,NA,9.53114
38553,Wolf 1069 b,Wolf 1069,b,1,1,2023,15.564,NA,NA,250.1,M5.0 V,3158,9.58341
789,GJ 680 b,GJ 680,b,2,1,2022,17281.66514,NA,7977.4930157,NA,NA,NA,9.67315
167,AU Mic b,AU Mic,b,1,3,2020,8.46321,4.203375,NA,NA,NA,3700,9.7221
177,AU Mic c,AU Mic,c,1,3,2021,18.85969,2.52202066,NA,459,NA,3678,9.7221
183,AU Mic d,AU Mic,d,1,3,2023,12.73596,NA,1.053,NA,NA,3678,9.7221
703,GJ 436 b,GJ 436,b,1,1,2004,2.643943,NA,NA,NA,NA,3456,9.75321
907,Gl 49 b,Gl 49,b,2,1,2019,13.8508,NA,NA,NA,M1.5 V,3805,9.8528
679,GJ 3988 b,GJ 3988,b,1,1,2023,6.9442,NA,NA,348,M4.5 V,3273,9.9105
5056,K2-291 b,K2-291,b,1,1,2019,2.2251639,1.50436,NA,1203,NA,5509,90.0562
35667,TIC 46432937 b,TIC 46432937,b,1,1,2024,1.4404452700000001,13.31626907,1017.0509024,872,NA,3572,90.5369
3399,HD 48265 b,HD 48265,b,1,1,2008,762,NA,NA,NA,G5 V,NA,90.5446
4334,K2-147 b,K2-147,b,1,1,2018,0.961917,1.38,NA,NA,NA,3672,90.5494
36289,TOI-220 b,TOI-220,b,1,1,2021,10.695264,3.03,13.8,805,K0 V,5298,90.7402
35864,TOI-1301.01,TOI-1301,b,1,1,2024,6.09640744088,2.58568531,NA,737.36,NA,4820.4,90.8693
29695,Kepler-619 b,Kepler-619,b,1,3,2016,5.404283,3,NA,1072,NA,6119,900.678
29706,Kepler-619 c,Kepler-619,c,1,3,2016,1.208465026,1.5,NA,1768,NA,6122,900.678
29716,Kepler-619 d,Kepler-619,d,1,3,2023,11.67895492,NA,NA,NA,NA,5807.76,900.678
32740,Kepler-837 b,Kepler-837,b,1,1,2016,16.56059504,2.56,NA,NA,NA,5403,901.907
10287,Kepler-1251 b,Kepler-1251,b,1,1,2016,45.0904643,1.86,NA,487,NA,5790,902.204
7936,Kepler-1083 b,Kepler-1083,b,1,1,2016,33.4178173,3.13,NA,448,NA,5136,902.633
7317,Kepler-1043 b,Kepler-1043,b,1,1,2016,38.5053398,2.55,NA,NA,NA,5629,903.332
13892,Kepler-1518 b,Kepler-1518,b,1,2,2016,5.1117547,2.81,NA,1351,NA,6432,903.51
13898,Kepler-1518 c,Kepler-1518,c,1,2,2023,9.630953,3.33,NA,1094,NA,6432,903.51
32457,Kepler-82 b,Kepler-82,b,1,5,2012,26.44435456,4.225,NA,NA,NA,5401,904.326
32471,Kepler-82 c,Kepler-82,c,1,5,2012,51.535,5.28,18.4,NA,NA,NA,904.326
32485,Kepler-82 d,Kepler-82,d,1,5,2014,2.382952186,1.73,NA,NA,NA,5529,904.326
32497,Kepler-82 e,Kepler-82,e,1,5,2014,5.902246921,2.3,NA,NA,NA,5401,904.326
32510,Kepler-82 f,Kepler-82,f,1,5,2019,75.732,NA,20.9,NA,NA,NA,904.326
18700,Kepler-1935 b,Kepler-1935,b,1,1,2021,3.951400042,2.50271696,NA,NA,NA,5570,904.702
18714,Kepler-1937 b,Kepler-1937,b,1,1,2021,9.6886646,2.846,NA,NA,NA,5970,905.069
16206,Kepler-1719 b,Kepler-1719,b,1,1,2021,6.14955931,3.26,NA,1287,NA,5687,905.406
13479,Kepler-1488 b,Kepler-1488,b,1,2,2016,NA,2.844,NA,NA,NA,5800,905.825
13489,Kepler-1488 c,Kepler-1488,c,1,2,2021,6.15827512,0.87,NA,1107,NA,6035,905.825
27390,Kepler-473 b,Kepler-473,b,1,1,2016,14.55730433,NA,NA,NA,NA,5624,905.937
15041,Kepler-1611 b,Kepler-1611,b,1,1,2016,5.1762429,0.81,NA,NA,NA,5605,908.444
16899,Kepler-1779 b,Kepler-1779,b,1,1,2021,16.34355902,3.26,NA,730,NA,5730,908.501
14484,Kepler-1564 b,Kepler-1564,b,1,1,2016,18.0540381,1.39,NA,623,NA,5576,908.805
18505,Kepler-1917 b,Kepler-1917,b,1,1,2021,12.90237151,1.47,NA,680,NA,5534,909.037
15758,Kepler-1679 b,Kepler-1679,b,1,1,2020,9.75374033,NA,NA,NA,NA,5501,909.28
3009,HD 222076 b,HD 222076,b,1,1,2016,871,NA,NA,NA,K0 III,4806,91.1538
37529,WASP-145 A b,WASP-145 A,b,2,1,2018,1.76903814,NA,NA,NA,NA,NA,91.299
3289,HD 38801 b,HD 38801,b,1,1,2009,696.3,NA,NA,NA,NA,5222,91.4349
5293,K2-354 b,K2-354,b,1,1,2021,3.794,NA,NA,NA,NA,3510,91.722
35933,TOI-1451 b,TOI-1451,b,1,1,2024,16.5379864,2.51948,NA,751,NA,5781,91.9362
11746,Kepler-1355 b,Kepler-1355,b,1,1,2016,1.289590179,NA,NA,NA,NA,5255,911.269
19189,Kepler-1986 b,Kepler-1986,b,1,1,2023,19.5489365,1.69,NA,578,NA,5548,912.085
28780,Kepler-56 b,Kepler-56,b,1,3,2012,10.501,6.51,236.2,NA,NA,NA,912.994
28796,Kepler-56 c,Kepler-56,c,1,3,2012,21.4054901,10.89,NA,NA,NA,NA,912.994
28812,Kepler-56 d,Kepler-56,d,1,3,2016,994.439067,NA,NA,NA,NA,NA,912.994
9899,Kepler-1221 b,Kepler-1221,b,1,1,2016,12.00096042,1.61,NA,632,NA,5195,913.65
34660,Kepler-987 b,Kepler-987,b,1,1,2016,105.3033148,3.54,NA,394,NA,6032,914.126
23041,Kepler-30 b,Kepler-30,b,1,3,2012,29.312,3.56,78.6,NA,NA,NA,914.221
23052,Kepler-30 c,Kepler-30,c,1,3,2012,60.322921,14,NA,428,NA,5461,914.221
23066,Kepler-30 d,Kepler-30,d,1,3,2012,143.2063518,9.36,NA,308,NA,5485,914.221
35054,NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,b,1,1,2014,5.118,NA,NA,NA,G5 V,5725,914.221
8073,Kepler-1091 b,Kepler-1091,b,1,1,2016,1.434741564,1.46,NA,NA,NA,5851,914.299
6382,KOI-217 b,KOI-217,b,1,1,2010,3.905081985,13.14,NA,1046,NA,5543,914.699
14149,Kepler-154 b,Kepler-154,b,1,5,2014,33.0405635,1.97,NA,540,NA,5937,915.212
14160,Kepler-154 c,Kepler-154,c,1,5,2014,NA,3.358,NA,NA,NA,5666,915.212
